636.026	20.8687
636.152	21.5556
636.278	21.1414
636.404	20.3535
636.53	20.4444
636.656	20.4646
636.782	20.2222
636.908	20.4141
637.034	20.0808
637.16	20
637.286	20
637.412	21.101
637.537	21.3434
637.663	18.1919
637.789	19.2222
637.915	20.2929
638.041	20.899
638.167	19.6162
638.293	19.5758
638.419	19.5455
638.545	20.5758
638.671	19.9697
638.797	19.8182
638.923	20.2727
639.049	20.4546
639.174	19.3131
639.3	19.5758
639.426	20.0909
639.552	19.0909
639.678	19.2525
639.804	20.3232
639.93	19.4242
640.056	20.0505
640.182	19.5859
640.308	18.8081
640.433	20.5758
640.559	18.2929
640.685	19.798
640.811	19.7071
640.937	19.1414
641.063	20.0707
641.189	18.7273
641.315	19.8283
641.441	19.1414
641.566	18.6566
641.692	18.4141
641.818	20.4747
641.944	19.4646
642.07	19.3434
642.196	18.9596
642.322	18.3737
642.448	18.4646
642.573	18.9394
642.699	19.0303
642.825	19.303
642.951	18.798
643.077	20.5252
643.203	19.505
643.329	17.4848
643.454	18.3838
643.58	19.8283
643.706	19
643.832	19.2525
643.958	19.5152
644.084	18.303
644.21	17.5657
644.335	19.7071
644.461	19.7172
644.587	18.2929
644.713	19.0909
644.839	18.101
644.965	17.6465
645.09	18.3232
645.216	17.6364
645.342	18.4242
645.468	17.9697
645.594	17.7778
645.72	18.2929
645.845	18.303
645.971	17.6364
646.097	16.7778
646.223	17.9091
646.349	18.4848
646.475	19.0505
646.6	18.7172
646.726	17.8283
646.852	16.5253
646.978	17.5657
647.104	19.2626
647.229	18.8889
647.355	16.596
647.481	17.9192
647.607	17.0707
647.733	18.5657
647.858	18.7071
647.984	16.4242
648.11	17.8586
648.236	18.3333
648.362	18.7273
648.487	16.3434
648.613	17.4343
648.739	17.8384
648.865	18.7576
648.991	17.5252
649.116	17.2828
649.242	18.0404
649.368	18.2626
649.494	18.9596
649.619	16.697
649.745	16.7172
649.871	17.3333
649.997	17.2828
650.122	17.6465
650.248	16.8889
650.374	16.7071
650.5	18.3131
650.626	16.6667
650.751	16.4242
650.877	18.2929
651.003	15.1717
651.129	17.9192
651.254	16.202
651.38	16.5354
651.506	16.6162
651.632	15.7778
651.757	16.1515
651.883	15.8485
652.009	15.9495
652.135	16.6364
652.26	17.3535
652.386	16.3131
652.512	16.4646
652.638	17.8687
652.763	15.1414
652.889	16.6162
653.015	14.6869
653.14	15.6263
653.266	15.9091
653.392	16.0101
653.518	14.5253
653.643	15.6263
653.769	15.5455
653.895	15.4949
654.02	16
654.146	15.4848
654.272	14.1515
654.398	15.9899
654.523	14.9596
654.649	17.1515
654.775	15.697
654.9	15.5354
655.026	15.0606
655.152	14.7677
655.277	14.0606
655.403	15.3636
655.529	15.0606
655.655	15.8283
655.78	14.7879
655.906	14.8081
656.032	15.3939
656.157	15.2121
656.283	14.8788
656.409	14.8081
656.534	14.4242
656.66	14.8788
656.786	14.4545
656.911	14.2525
657.037	12.6667
657.163	14.4646
657.288	13.3636
657.414	14.303
657.54	13.0404
657.665	14.3838
657.791	13.7677
657.917	14.6263
658.042	12.1919
658.168	12.8687
658.294	14.9798
658.419	13.1717
658.545	13.5051
658.671	14.2121
658.796	15.3535
658.922	13.0808
659.047	11.6162
659.173	13.202
659.299	13.2121
659.424	12.5556
659.55	13.2121
659.676	13.4848
659.801	12.1919
659.927	12.7879
660.052	12.8889
660.178	12
660.304	13.0101
660.429	11.8081
660.555	11.6162
660.681	13.1818
660.806	12.6263
660.932	11.5354
661.057	12.8687
661.183	12.1111
661.309	12.4444
661.434	11.9899
661.56	13.2828
661.685	12.8081
661.811	11.202
661.937	11.4343
662.062	13.0707
662.188	9.83838
662.313	11.2121
662.439	13
662.565	11.1515
662.69	10.2626
662.816	12.0505
662.941	10.8889
663.067	11.798
663.192	10.6768
663.318	10.202
663.444	12.7778
