190	9.112
190.5	9.304
191	9.408
191.5	9.455
192	9.422
192.5	9.361
193	9.216
193.5	9.119
194	9.089
194.5	9.06
195	9.142
195.5	9.11
196	9.069
196.5	9.005
197	8.947
197.5	8.882
198	8.837
198.5	8.8
199	8.828
199.5	8.822
200	8.853
200.5	8.893
201	8.977
201.5	9.006
202	9.023
202.5	9.118
203	9.329
203.5	9.579
204	9.814
204.5	10.001
205	10.23
205.5	10.436
206	10.568
206.5	10.617
207	10.698
207.5	10.733
208	10.821
208.5	10.903
209	10.963
209.5	11.016
210	11.036
210.5	11.114
211	11.225
211.5	11.468
212	11.715
212.5	11.929
213	12.168
213.5	12.432
214	12.737
214.5	13.074
215	13.409
215.5	13.755
216	14.16
216.5	14.641
217	15.133
217.5	15.654
218	16.177
218.5	16.698
219	17.269
219.5	17.818
220	18.338
220.5	18.844
221	19.339
221.5	19.813
222	20.277
222.5	20.708
223	21.1
223.5	21.492
224	21.912
224.5	22.357
225	22.835
225.5	23.398
226	24.104
226.5	24.996
227	26.032
227.5	27.111
228	28.185
228.5	29.022
229	29.6
229.5	29.976
230	30.019
230.5	29.938
231	29.598
231.5	29.158
232	28.779
232.5	28.333
233	27.821
233.5	27.145
234	26.455
234.5	25.882
235	25.25
235.5	24.603
236	23.956
236.5	23.331
237	22.998
237.5	22.657
238	22.361
238.5	22.188
239	21.893
239.5	21.648
240	21.36
240.5	20.988
241	20.696
241.5	20.347
242	20.206
242.5	20.047
243	19.961
243.5	19.829
244	19.658
244.5	19.552
245	19.459
245.5	19.323
246	19.246
246.5	19.214
247	19.171
247.5	19.1
248	19.063
248.5	18.948
249	18.902
249.5	18.912
250	18.895
250.5	18.882
251	18.836
251.5	18.826
252	18.795
252.5	18.752
253	18.814
253.5	18.856
254	19.008
254.5	19.069
255	19.091
255.5	19.083
256	18.944
256.5	18.881
257	18.744
257.5	18.689
258	18.672
258.5	18.729
259	18.799
259.5	18.786
260	18.819
260.5	18.805
261	18.752
261.5	18.721
262	18.693
262.5	18.725
263	18.671
263.5	18.683
264	18.689
264.5	18.678
265	18.637
265.5	18.585
266	18.57
266.5	18.522
267	18.512
267.5	18.547
268	18.576
